"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","review_profilename","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"17",302,"Genesee Brewing Co. / Dundee Brewing Co.",1315117771,4,4,3,"matjack85","Kölsch",4.5,4,"Dundee Kolsch Style Ale",5.7,57017
"18",302,"Genesee Brewing Co. / Dundee Brewing Co.",1313196197,2,2,2,"Bushrod","Kölsch",2,2,"Dundee Kolsch Style Ale",5.7,57017
"19",302,"Genesee Brewing Co. / Dundee Brewing Co.",1312955439,3,3,3,"TMoney2591","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"20",302,"Genesee Brewing Co. / Dundee Brewing Co.",1311901500,4,4,5,"beyah","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"21",302,"Genesee Brewing Co. / Dundee Brewing Co.",1311435303,3.5,3,3,"Gmann","Kölsch",4,3,"Dundee Kolsch Style Ale",5.7,57017
"22",302,"Genesee Brewing Co. / Dundee Brewing Co.",1311378169,4,4,4,"thebrood1987","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"23",302,"Genesee Brewing Co. / Dundee Brewing Co.",1311215010,3.5,3,3,"tito42","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"24",302,"Genesee Brewing Co. / Dundee Brewing Co.",1310950522,3.5,3,3.5,"JMad","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"25",302,"Genesee Brewing Co. / Dundee Brewing Co.",1309046619,3.5,3,3.5,"Knapp85","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"26",302,"Genesee Brewing Co. / Dundee Brewing Co.",1307502446,3.5,3.5,4,"Georgiabeer","Kölsch",3,3.5,"Dundee Kolsch Style Ale",5.7,57017
"27",302,"Genesee Brewing Co. / Dundee Brewing Co.",1306989589,2,3,4.5,"Bendurgin","Kölsch",3,2.5,"Dundee Kolsch Style Ale",5.7,57017
"28",302,"Genesee Brewing Co. / Dundee Brewing Co.",1306276097,3.5,3.5,3,"depechemode1983","Kölsch",3,3.5,"Dundee Kolsch Style Ale",5.7,57017
"29",302,"Genesee Brewing Co. / Dundee Brewing Co.",1305404627,3.5,4,4,"bubseymour","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"30",302,"Genesee Brewing Co. / Dundee Brewing Co.",1305138578,3.5,3.5,3,"AdamBear","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"31",302,"Genesee Brewing Co. / Dundee Brewing Co.",1304800579,3.5,3,3,"shand","Kölsch",4,3,"Dundee Kolsch Style Ale",5.7,57017
"32",302,"Genesee Brewing Co. / Dundee Brewing Co.",1301878979,3,2.5,3,"Mora2000","Kölsch",2.5,3,"Dundee Kolsch Style Ale",5.7,57017
"33",302,"Genesee Brewing Co. / Dundee Brewing Co.",1301373006,3.5,3.5,4.5,"sixerofelixir","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"34",302,"Genesee Brewing Co. / Dundee Brewing Co.",1300841970,3.5,4,4,"avaccani","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"35",302,"Genesee Brewing Co. / Dundee Brewing Co.",1300649770,3.5,3.5,3.5,"GregBlatz","Kölsch",3.5,4,"Dundee Kolsch Style Ale",5.7,57017
"36",302,"Genesee Brewing Co. / Dundee Brewing Co.",1300413853,4,4,3.5,"woodske1","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"37",302,"Genesee Brewing Co. / Dundee Brewing Co.",1299439699,4.5,4,4.5,"woodychandler","Kölsch",3.5,4,"Dundee Kolsch Style Ale",5.7,57017
"38",302,"Genesee Brewing Co. / Dundee Brewing Co.",1298599455,4,4,4,"DaveBlack","Kölsch",3.5,4,"Dundee Kolsch Style Ale",5.7,57017
"39",302,"Genesee Brewing Co. / Dundee Brewing Co.",1298587316,4,3.5,4,"droomyster","Kölsch",4,3.5,"Dundee Kolsch Style Ale",5.7,57017
"40",302,"Genesee Brewing Co. / Dundee Brewing Co.",1298507572,4.5,3.5,3.5,"G2Brew","Kölsch",3.5,4,"Dundee Kolsch Style Ale",5.7,57017
"41",302,"Genesee Brewing Co. / Dundee Brewing Co.",1297734614,3,4,4,"industrialswill","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"42",302,"Genesee Brewing Co. / Dundee Brewing Co.",1278458252,3.5,3,4,"deltatauhobbit","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"43",302,"Genesee Brewing Co. / Dundee Brewing Co.",1297472388,3,2.5,3,"nrbw23","Kölsch",4,3,"Dundee Kolsch Style Ale",5.7,57017
"44",302,"Genesee Brewing Co. / Dundee Brewing Co.",1296276836,3.5,4,3.5,"BatDaddy","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"45",302,"Genesee Brewing Co. / Dundee Brewing Co.",1296179482,4,3,4,"curasowa","Kölsch",4,3,"Dundee Kolsch Style Ale",5.7,57017
"46",302,"Genesee Brewing Co. / Dundee Brewing Co.",1296056835,4,4,4,"tone77","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"47",302,"Genesee Brewing Co. / Dundee Brewing Co.",1295326724,4,3.5,4,"tapman","Kölsch",4.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"48",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294805938,4,3.5,4,"Wamesit","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"49",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294787425,3,3,3.5,"ChainGangGuy","Kölsch",2.5,2.5,"Dundee Kolsch Style Ale",5.7,57017
"50",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294716342,4,4,4,"BeerAdvocate","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"51",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294640722,3.5,3.5,3,"nickfl","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"52",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294207008,4,3.5,3.5,"Franz4","Kölsch",4.5,4,"Dundee Kolsch Style Ale",5.7,57017
"53",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294026353,3.5,3,3.5,"cdkrenz","Kölsch",4,3.5,"Dundee Kolsch Style Ale",5.7,57017
"54",302,"Genesee Brewing Co. / Dundee Brewing Co.",1293833839,3.5,3,3.5,"beerinmorning","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"55",302,"Genesee Brewing Co. / Dundee Brewing Co.",1293388411,3.5,3.5,3.5,"TheManiacalOne","Kölsch",4,3.5,"Dundee Kolsch Style Ale",5.7,57017
"56",302,"Genesee Brewing Co. / Dundee Brewing Co.",1293227030,3.5,3.5,3,"greenmonstah","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"57",302,"Genesee Brewing Co. / Dundee Brewing Co.",1292277309,4,3,3,"beerprovedwright","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"58",302,"Genesee Brewing Co. / Dundee Brewing Co.",1292043965,3.5,3.5,4,"BarrelO","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"59",302,"Genesee Brewing Co. / Dundee Brewing Co.",1290201140,4,3.5,3.5,"Arithmeticus","Kölsch",3,3.5,"Dundee Kolsch Style Ale",5.7,57017
"60",302,"Genesee Brewing Co. / Dundee Brewing Co.",1290059631,3.5,3.5,3.5,"allforbetterbeer","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"61",302,"Genesee Brewing Co. / Dundee Brewing Co.",1289681474,3.5,3.5,3.5,"armock","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"62",302,"Genesee Brewing Co. / Dundee Brewing Co.",1289353857,3.5,3.5,2.5,"wmtxbb","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"63",302,"Genesee Brewing Co. / Dundee Brewing Co.",1289161329,4,2.5,3.5,"BeerFMAndy","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"64",302,"Genesee Brewing Co. / Dundee Brewing Co.",1288830474,4,3.5,4,"BrewStoutMagic","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"65",302,"Genesee Brewing Co. / Dundee Brewing Co.",1288501285,4.5,4,4,"jt31914","Kölsch",4,4.5,"Dundee Kolsch Style Ale",5.7,57017
"66",302,"Genesee Brewing Co. / Dundee Brewing Co.",1287786860,3,3,3.5,"Bitterbill","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"67",302,"Genesee Brewing Co. / Dundee Brewing Co.",1287080600,1.5,2,3,"AlfaMale","Kölsch",2,1.5,"Dundee Kolsch Style Ale",5.7,57017
"68",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285983943,5,4,2.5,"lovindahops","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"69",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285897254,4,3,2.5,"IPAescotch","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"70",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285288294,3.5,4,3.5,"HalfFull","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"71",302,"Genesee Brewing Co. / Dundee Brewing Co.",1284508008,2.5,2.5,4.5,"stakem","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"72",302,"Genesee Brewing Co. / Dundee Brewing Co.",1283910467,3.5,2.5,2.5,"Plokhooy","Kölsch",2,3.5,"Dundee Kolsch Style Ale",5.7,57017
"73",302,"Genesee Brewing Co. / Dundee Brewing Co.",1283905355,4,2.5,2,"JimbobAlonymous","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"74",302,"Genesee Brewing Co. / Dundee Brewing Co.",1278449413,4,3.5,4,"feedsasquatch","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"75",302,"Genesee Brewing Co. / Dundee Brewing Co.",1283043896,3,3.5,3,"FickleBeast","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"76",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282776445,5,5,4.5,"Natainos","Kölsch",4,5,"Dundee Kolsch Style Ale",5.7,57017
"77",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282162548,3.5,3,3,"Phyl21ca","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"78",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282006578,3.5,3,4,"Jwale73","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"79",302,"Genesee Brewing Co. / Dundee Brewing Co.",1281318860,4,3,2.5,"RickS95","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"80",302,"Genesee Brewing Co. / Dundee Brewing Co.",1280889639,4.5,4,3.5,"mempath","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"81",302,"Genesee Brewing Co. / Dundee Brewing Co.",1280529427,2.5,3.5,4,"BeerNinja007","Kölsch",2,2,"Dundee Kolsch Style Ale",5.7,57017
"82",302,"Genesee Brewing Co. / Dundee Brewing Co.",1280350022,4,4,4,"DrDemento456","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"83",302,"Genesee Brewing Co. / Dundee Brewing Co.",1279852721,5,3,4,"Tballz420","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"84",302,"Genesee Brewing Co. / Dundee Brewing Co.",1279845427,3.5,3.5,3.5,"DerekP","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"85",302,"Genesee Brewing Co. / Dundee Brewing Co.",1279799419,4,3,3,"berpwillie","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"86",302,"Genesee Brewing Co. / Dundee Brewing Co.",1279351280,4,4,3.5,"waltertrush","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"87",302,"Genesee Brewing Co. / Dundee Brewing Co.",1278549959,3.5,3,3.5,"Redrover","Kölsch",4,3,"Dundee Kolsch Style Ale",5.7,57017
"88",302,"Genesee Brewing Co. / Dundee Brewing Co.",1277657207,2.5,4,4,"smcolw","Kölsch",3.5,2,"Dundee Kolsch Style Ale",5.7,57017
"89",302,"Genesee Brewing Co. / Dundee Brewing Co.",1276900214,4.5,4,3,"Hoagie1973","Kölsch",3,4,"Dundee Kolsch Style Ale",5.7,57017
"90",302,"Genesee Brewing Co. / Dundee Brewing Co.",1276752503,3.5,3.5,3.5,"WVbeergeek","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"91",302,"Genesee Brewing Co. / Dundee Brewing Co.",1275699866,4,2.5,3,"Dangus","Kölsch",3,3,"Dundee Kolsch Style Ale",5.7,57017
"92",302,"Genesee Brewing Co. / Dundee Brewing Co.",1275690383,3.5,2.5,3,"twiggamortis420","Kölsch",3,2.5,"Dundee Kolsch Style Ale",5.7,57017
"93",302,"Genesee Brewing Co. / Dundee Brewing Co.",1275434013,3.5,3,3.5,"BrewMaven","Kölsch",3.5,3.5,"Dundee Kolsch Style Ale",5.7,57017
"94",302,"Genesee Brewing Co. / Dundee Brewing Co.",1275092670,3.5,3.5,4,"zeff80","Kölsch",3.5,3,"Dundee Kolsch Style Ale",5.7,57017
"95",302,"Genesee Brewing Co. / Dundee Brewing Co.",1274196554,4.5,4,3,"generallee","Kölsch",4,4,"Dundee Kolsch Style Ale",5.7,57017
"96",302,"Genesee Brewing Co. / Dundee Brewing Co.",1273199048,4,3,4,"Ricochet","Kölsch",2.5,4,"Dundee Kolsch Style Ale",5.7,57017
"97",302,"Genesee Brewing Co. / Dundee Brewing Co.",1273022141,3.5,3.5,5,"mazingblue","Kölsch",3,4,"Dundee Kolsch Style Ale",5.7,57017
"98",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282233465,2.5,2.5,2.5,"Phyl21ca","American Stout",2,2.5,"Dundee Stout",5.8,57048
"99",302,"Genesee Brewing Co. / Dundee Brewing Co.",1299540865,3.5,4,3.5,"DaveBlack","American Stout",3.5,3,"Dundee Stout",5.8,57048
"100",302,"Genesee Brewing Co. / Dundee Brewing Co.",1316060294,4.5,4,4,"CaptDavyJones","American Stout",3.5,4.5,"Dundee Stout",5.8,57048
"101",302,"Genesee Brewing Co. / Dundee Brewing Co.",1311646014,4,4,4,"thebrood1987","American Stout",4,4.5,"Dundee Stout",5.8,57048
"102",302,"Genesee Brewing Co. / Dundee Brewing Co.",1309923905,3.5,3,3.5,"Georgiabeer","American Stout",3,3.5,"Dundee Stout",5.8,57048
"103",302,"Genesee Brewing Co. / Dundee Brewing Co.",1307680396,4,4,4,"cooch69","American Stout",4.5,4.5,"Dundee Stout",5.8,57048
"104",302,"Genesee Brewing Co. / Dundee Brewing Co.",1306606493,4,4.5,3.5,"AdamBear","American Stout",2.5,3.5,"Dundee Stout",5.8,57048
"105",302,"Genesee Brewing Co. / Dundee Brewing Co.",1305403999,3,2,3.5,"bubseymour","American Stout",3,3.5,"Dundee Stout",5.8,57048
"106",302,"Genesee Brewing Co. / Dundee Brewing Co.",1304999344,4,4,3.5,"TheManiacalOne","American Stout",3.5,4,"Dundee Stout",5.8,57048
"107",302,"Genesee Brewing Co. / Dundee Brewing Co.",1302889571,3.5,4,4,"Hoagie1973","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"108",302,"Genesee Brewing Co. / Dundee Brewing Co.",1301879959,3.5,2.5,4,"Mora2000","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"109",302,"Genesee Brewing Co. / Dundee Brewing Co.",1301637347,3.5,3,2.5,"Looneybiz","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"110",302,"Genesee Brewing Co. / Dundee Brewing Co.",1301093302,4,3,4,"curasowa","American Stout",3,4,"Dundee Stout",5.8,57048
"111",302,"Genesee Brewing Co. / Dundee Brewing Co.",1301033833,3.5,3.5,3,"sixerofelixir","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"112",302,"Genesee Brewing Co. / Dundee Brewing Co.",1300924642,3,3,4,"GregBlatz","American Stout",2.5,2,"Dundee Stout",5.8,57048
"113",302,"Genesee Brewing Co. / Dundee Brewing Co.",1300846266,4,4,3,"cutlaz","American Stout",4.5,4,"Dundee Stout",5.8,57048
"114",302,"Genesee Brewing Co. / Dundee Brewing Co.",1298620200,3,3.5,3.5,"nrbw23","American Stout",3,4,"Dundee Stout",5.8,57048
"115",302,"Genesee Brewing Co. / Dundee Brewing Co.",1298595444,3.5,3.5,3.5,"droomyster","American Stout",4,3.5,"Dundee Stout",5.8,57048
"116",302,"Genesee Brewing Co. / Dundee Brewing Co.",1298343335,2.5,3,3,"G2Brew","American Stout",3,2,"Dundee Stout",5.8,57048
"117",302,"Genesee Brewing Co. / Dundee Brewing Co.",1297722551,3,4,4,"industrialswill","American Stout",3,3,"Dundee Stout",5.8,57048
"118",302,"Genesee Brewing Co. / Dundee Brewing Co.",1297134795,3.5,3.5,4,"JMad","American Stout",3,3.5,"Dundee Stout",5.8,57048
"119",302,"Genesee Brewing Co. / Dundee Brewing Co.",1296572114,3.5,3,3.5,"thekevlarkid","American Stout",4,3.5,"Dundee Stout",5.8,57048
"120",302,"Genesee Brewing Co. / Dundee Brewing Co.",1296535424,4,3.5,4,"BatDaddy","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"121",302,"Genesee Brewing Co. / Dundee Brewing Co.",1295837789,4,3.5,4,"tone77","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"122",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294897681,3.5,3.5,3.5,"Wamesit","American Stout",3,3.5,"Dundee Stout",5.8,57048
"123",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294892420,3,3.5,3.5,"tapman","American Stout",2.5,3.5,"Dundee Stout",5.8,57048
"124",302,"Genesee Brewing Co. / Dundee Brewing Co.",1276038739,3.5,4,3,"GDBEERMAN","American Stout",3,4,"Dundee Stout",5.8,57048
"125",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294881408,3,3,3.5,"ChainGangGuy","American Stout",2.5,3,"Dundee Stout",5.8,57048
"126",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294716373,3.5,3.5,3.5,"BeerAdvocate","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"127",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294643890,3.5,3.5,3.5,"nickfl","American Stout",3.5,3,"Dundee Stout",5.8,57048
"128",302,"Genesee Brewing Co. / Dundee Brewing Co.",1294277555,2.5,2,4,"cdkrenz","American Stout",2,2,"Dundee Stout",5.8,57048
"129",302,"Genesee Brewing Co. / Dundee Brewing Co.",1293507501,4,3,2.5,"godlessape","American Stout",4,4,"Dundee Stout",5.8,57048
"130",302,"Genesee Brewing Co. / Dundee Brewing Co.",1293145625,3.5,4,3.5,"greenmonstah","American Stout",2.5,3.5,"Dundee Stout",5.8,57048
"131",302,"Genesee Brewing Co. / Dundee Brewing Co.",1292726974,3.5,4,4,"beerinmorning","American Stout",2.5,4,"Dundee Stout",5.8,57048
"132",302,"Genesee Brewing Co. / Dundee Brewing Co.",1292529687,4.5,4.5,3.5,"beerprovedwright","American Stout",4,4,"Dundee Stout",5.8,57048
"133",302,"Genesee Brewing Co. / Dundee Brewing Co.",1292046189,4,3.5,3.5,"BarrelO","American Stout",4,4,"Dundee Stout",5.8,57048
"134",302,"Genesee Brewing Co. / Dundee Brewing Co.",1291922376,4.5,4.5,4.5,"DKight","American Stout",4,4.5,"Dundee Stout",5.8,57048
"135",302,"Genesee Brewing Co. / Dundee Brewing Co.",1275698595,4,3,3.5,"Erish","American Stout",4,4,"Dundee Stout",5.8,57048
"136",302,"Genesee Brewing Co. / Dundee Brewing Co.",1291910696,3,3.5,3.5,"allforbetterbeer","American Stout",3,4,"Dundee Stout",5.8,57048
"137",302,"Genesee Brewing Co. / Dundee Brewing Co.",1291787730,5,4,3,"camferranti","American Stout",5,4,"Dundee Stout",5.8,57048
"138",302,"Genesee Brewing Co. / Dundee Brewing Co.",1291698127,4.5,3.5,3.5,"JDFish","American Stout",4,4,"Dundee Stout",5.8,57048
"139",302,"Genesee Brewing Co. / Dundee Brewing Co.",1290539730,4,4,4,"OhYesILoveBeer","American Stout",3.5,4,"Dundee Stout",5.8,57048
"140",302,"Genesee Brewing Co. / Dundee Brewing Co.",1290474792,4,3.5,4,"armock","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"141",302,"Genesee Brewing Co. / Dundee Brewing Co.",1290200969,2,2.5,4,"Arithmeticus","American Stout",4,2,"Dundee Stout",5.8,57048
"142",302,"Genesee Brewing Co. / Dundee Brewing Co.",1289531967,3.5,4,3,"jera1350","American Stout",4,3.5,"Dundee Stout",5.8,57048
"143",302,"Genesee Brewing Co. / Dundee Brewing Co.",1289173590,4,3,3,"wmtxbb","American Stout",3.5,4,"Dundee Stout",5.8,57048
"144",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282607129,5,4,4,"Natainos","American Stout",4,5,"Dundee Stout",5.8,57048
"145",302,"Genesee Brewing Co. / Dundee Brewing Co.",1288614134,4,3.5,3,"BeerFMAndy","American Stout",4,3.5,"Dundee Stout",5.8,57048
"146",302,"Genesee Brewing Co. / Dundee Brewing Co.",1287788353,3,3.5,4,"Bitterbill","American Stout",3,3,"Dundee Stout",5.8,57048
"147",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285991403,4.5,3,2,"lovindahops","American Stout",4,4.5,"Dundee Stout",5.8,57048
"148",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285891413,3.5,4,3,"IPAescotch","American Stout",3.5,4,"Dundee Stout",5.8,57048
"149",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285382299,3.5,2.5,3.5,"stakem","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"150",302,"Genesee Brewing Co. / Dundee Brewing Co.",1285289540,3.5,3.5,3.5,"HalfFull","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"151",302,"Genesee Brewing Co. / Dundee Brewing Co.",1283135388,4,4,4.5,"RickS95","American Stout",4.5,4,"Dundee Stout",5.8,57048
"152",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282957279,4,3.5,4,"FickleBeast","American Stout",4,3.5,"Dundee Stout",5.8,57048
"153",302,"Genesee Brewing Co. / Dundee Brewing Co.",1282355165,4,3.5,3.5,"Jwale73","American Stout",3.5,3.5,"Dundee Stout",5.8,57048
"154",302,"Genesee Brewing Co. / Dundee Brewing Co.",1281039866,4,3.5,3.5,"mempath","American Stout",4,4.5,"Dundee Stout",5.8,57048
"155",302,"Genesee Brewing Co. / Dundee Brewing Co.",1280536906,4,3.5,4,"DerekP","American Stout",4,3.5,"Dundee Stout",5.8,57048
"156",302,"Genesee Brewing Co. / Dundee Brewing Co.",1280514711,4,4,4,"WesWes","American Stout",4,3.5,"Dundee Stout",5.8,57048
"157",302,"Genesee Brewing Co. / Dundee Brewing Co.",1280200481,3.5,3,3.5,"Tballz420","American Stout",4,4,"Dundee Stout",5.8,57048
"158",302,"Genesee Brewing Co. / Dundee Brewing Co.",1279956828,4,4,4,"DrDemento456","American Stout",4,4,"Dundee Stout",5.8,57048
"159",302,"Genesee Brewing Co. / Dundee Brewing Co.",1278542579,3.5,3,3.5,"deltatauhobbit","American Stout",3.5,3,"Dundee Stout",5.8,57048
"160",302,"Genesee Brewing Co. / Dundee Brewing Co.",1278026145,3,3.5,3.5,"twiggamortis420","American Stout",2.5,3,"Dundee Stout",5.8,57048
"161",302,"Genesee Brewing Co. / Dundee Brewing Co.",1277661801,3.5,4,3.5,"smcolw","American Stout",3,4,"Dundee Stout",5.8,57048
"162",302,"Genesee Brewing Co. / Dundee Brewing Co.",1276753662,4,4,4,"WVbeergeek","American Stout",4,3.5,"Dundee Stout",5.8,57048
"163",302,"Genesee Brewing Co. / Dundee Brewing Co.",1276192627,4,3.5,3,"zeff80","American Stout",4,3.5,"Dundee Stout",5.8,57048
"164",302,"Genesee Brewing Co. / Dundee Brewing Co.",1274142948,4.5,4,3.5,"generallee","American Stout",4.5,4,"Dundee Stout",5.8,57048
"165",302,"Genesee Brewing Co. / Dundee Brewing Co.",1273544213,3,2.5,3,"BeerNinja007","American Stout",1.5,2.5,"Dundee Stout",5.8,57048
"166",302,"Genesee Brewing Co. / Dundee Brewing Co.",1273205643,3.5,4,4.5,"Ricochet","American Stout",4,4,"Dundee Stout",5.8,57048
"167",302,"Genesee Brewing Co. / Dundee Brewing Co.",1272930070,4,3,4.5,"mazingblue","American Stout",3,4,"Dundee Stout",5.8,57048
